names	artist_id
Bill Perkins	ARCHVKD1187B9934E9
Rising Lion	ARCICZN11EB9C810B3
Carlos Nuñez	ARCID1N1187FB51DA0
The Marx Brothers	ARCII0J1187FB3A1B4
3 Way Funk	ARCIXWX1187FB4F1DF
KT Tunstall	ARCJKV91187FB46210
Alas	ARCK6OL1187B99B25F
Crematorium	ARCLBZ01187B98D025
Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd	ARCLCFS1187B9AE476
Fun Lovin' Criminals	ARCLFWR1187B9AE7B2
Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti	ARCLGCL1241B9CA830
Alvin Youngblood Hart	ARCLJQZ11E2835CE37
Jimmie Vaughan	ARCLLH11187FB48DE0
Masta Ace Incorporated	ARCMYSA1187FB4A8E8
Buju Banton	ARCNOK81187B98CA3F
Svartthron	ARCOAC111C8A417478
The Fool'S Nose	ARCOAFH1269FCCF4AB
Claire Hamill	ARCP8YG1187B997D72
Every Time I Die	ARCP94M1187B9B0F56
Freakhouse	ARCPN4U1187B9A94B7
RIDDLIN' KIDS	ARCPY7O1187FB5C0B7
Koffi Olomide	ARCQ3LZ1187FB49B42
Jonathan Edwards / Will Ferrell	ARCQCYR1187B99367F
DJ Primo	ARCQQ3S1187B9A6D98
Giorgos Marinis	ARCRNVV1269FCD5B9C
Elva Hsiao	ARCRR5X1187FB3BD4A
The Frequency	ARCRSUM1187FB52AB0
Take It Back!	ARCSHVZ11C8A41575B
[kaleidoskop]	ARCSHW51187B9A79D2
Cybertribe	ARCSZCY1187B991BA7
Babbu Maan	ARCT2BM1187FB3D02A
The Impressions	ARCT5P61187FB3D950
Mr. Grillo	ARCTEJY1269FCCF46D
Computer Paul	ARCTOMY1187B9A8175
Bas-Sheva	ARCU3AN1187B989EA0
The Sun Harbor's Chorus-Documentary Recordings	ARCVMYS12454A51E6E
Shay Torrent	ARCVT0G1187B99238E
Jessie Lee Miller	ARCW5RB1187FB4383F
Pietari Inkinen	ARCWCWU1187FB51F35
Blindman's Sun	ARCXCUP122988EF596
Timo Maas	ARCYE581187B9A1482
Orchids	ARCYJTW11F4C840F74
Max Stalling	ARCYOHQ1187B9AEACA
The Twinkle Brothers	ARCYQ1P1187FB3F3CA
Tony Joe White	ARCZ20M1187FB49687
DJ Slugo	ARCZ42S1187B98C0D7
Starski and Clutch	ARCZGEP122988F4890
Joe Lopez	ARCZN5K1187FB42CF8
Bobby Darin	ARD0FN11187B9B25CD
Rated R	ARD0S291187B9B7BF5
Pariah	ARD1C9K1187FB3F742
Winifred Phillips	ARD1XMG1187FB41229
Carlton Livingston	ARD2F1Z1187FB3D27E
Jimmy Hughes	ARD2HR71187B99548F
Dropkick Murphys	ARD2NDU1187B99B615
Lloyd Banks	ARD39VZ1187B9B9A57
Jimmy Riley	ARD3ICK1187B9A56C9
Sex Pistols	ARD3LXU1187B9ABFC5
This Or The Apocalypse	ARD44H211C8A422686
Pink Floyd	ARD4C1I1187FB4B0C3
Liquid Stranger	ARD4KNM1187FB3626A
Little Willie John	ARD4LQ61187FB470F1
Roberto Perera	ARD4NPT1187FB36EE9
Orbital	ARD5K161187B9AC784
Irwin Goodman	ARD5SR21187B9B5F4A
Sundial Aeon	ARD62OC1187FB54B75
Dave Valentin	ARD6L7O1187B995ADA
Special Duties	ARD6S3O1187FB3F1F0
POLINA	ARD7DTC1187FB404DF
Casual	ARD7TVE1187B99BFB1
Andre Verchuren	ARD7U0O1187FB5531A
Blue Rodeo	ARD842G1187B997376
The Cosmosamatics	ARD88QA119B3403A02
Bad Company	ARD8JVH1187FB4DA04
Richie McDonald	ARD94MR11C8A42B029
Larissa	ARD9THI1187B98EAD0
Mr. Sancho	ARDAE2T1187FB50796
Ray Kane	ARDAONS11F4C844929
Leonardo Favio	ARDAXCG1187B9942B1
Janitor Joe	ARDBFT21187B98E524
Cauda Pavonis	ARDBJ5T1187FB4D5BA
Fountains Of Wayne	ARDBSFT1187B9AC9C1
Anna Meliti	ARDBWEC1250940F214
Nu Flavor	ARDC3571187B9988E1
Non Phixion	ARDCE3Q1187B99D0D7
Enrique Iglesias	ARDCFNZ1187FB3DDB0
Edelweiss	ARDCIH31187B98B241
Syl Johnson	ARDCKVJ1187FB54D1F
Sneaky Sound System	ARDCQM61187B9951CE
Jacob Young	ARDD1RC1187B9B52B4
Maria Bamford	ARDD5NR1187B9B61F9
Sonny Simmons	ARDD9UN1187B98D3A7
Pascal Sangla	ARDDHGI126E2B3AA76
Warren Barfield	ARDDTL91187B9974A7
Amoral	ARDDWUI1187FB379F7
Lloyd Spiegel	ARDDYFH11F4C83DD58
Billy Pilgrim	ARDE52X1187FB438CD
Gonzalo Rubalcaba	ARDE7I31187FB43352
Chimaira	ARDEC2A1187B9A460E
AUDIO.3	ARDEDYX124549A41AF
Martin Denny	ARDF6RM1187FB5A409
Wolfmother	ARDF8K01187FB37200
Jake Hess	ARDFZE61187FB45994
Mothers Pride	ARDG6IY1187B9AAE87
Yolandita Monge	ARDG9I21187FB35FF3
Public Image Ltd	ARDG9Z71187B997023
Asterisk*	ARDGALJ1187FB55592
Eurythmics	ARDGB6U1187FB3AD07
The Grease Band	ARDGBFI1269FCD6AA6
Dale Russ / Finn MacGinty	ARDGFTD11F4C83C209
Long Beach Dub Allstars	ARDGPFY1187B9A371B
Steve Wilson	ARDHKHJ1187B9B62EA
Al Denson	ARDHNC31187B9A1898
Paris_ Texas	ARDHWW41187B9A86B0
Foxy Brown	ARDI88R1187B98DAB2
Led Zeppelin	ARDIBRT1187B9AF176
Deodato	ARDIKTV11F43A69FA4
Marc Lavoine	ARDINVM1187B98A6C1
Diamond D	ARDIP5S1187FB57056
La Bergère	ARDITLE1187B9B5B4B
Birds of Prey	ARDJCM91187B9A097B
Blind Willie Johnson	ARDK0551187FB5AC48
Bobby Bland	ARDK5LC1187B9AB681
UK Subs	ARDK6QW1187B9B8D85
Flamin' Groovies	ARDK87R1187B98D51C
Matteo Bonfanti e i maledetti	ARDKBQO1242077E25E
Stan	ARDKSWK1187B99092B
Fläskkvartetten / Thåström	ARDL03L1187B997FBE
Dntel	ARDL38Z1187B9B9FB5
C.J. Chenier	ARDL6T21187FB36FDD
Pedro Aznar	ARDM8331187B9B947E
Très	ARDMKKB1187B9A0EDA
Light Of The World	ARDMPZU1187B99A472
Mickey And The Students	ARDMWZS1257509D66D
Kieran	ARDNBQU1187B9B6DC2
Sin Plomo feat. Boris G.	ARDNMNC11F4C842FDE
Lonnie Johnson	ARDNQ0R1187B9BA1EF
Tim Wilson	ARDNS031187B9924F0
Cândido	ARDNUIN1187B98CB45
Chéco Feliciano And Joe King	ARDNW1B1187FB4ABBB
Ultraviolence	ARDOOH01187B991055
Maria Forde	ARDOZIV11F4C83DD59
Sue Foley	ARDP3WW1187FB3D28C
Yuko Kanzaki	ARDPCCQ12802FDD564
Concretes	ARDPFGP1187B98A58A
Marimba Alma De Chiapas De Juan Palacios	ARDPPNV11F4C842433
Brand X	ARDPTGD1187B9AD361
Gisele MacKenzie	ARDPZFB1187B9A91C3
Blue October	ARDQ62L1187FB56FF0
Killswitch Engage	ARDQ9AP1187B9BA3F6
Rodney O_ Joe Cooley	ARDQO721187FB3C6D9
Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli	ARDR4AC1187FB371A1
Room 5	ARDROT11187B9AD5AE
Nikos Kalaintzis	ARDRQOR11F4C844DA4
Jim Smoak & The Louisiana Honeydrippers	ARDSBRF11F4C83C5DA
Gang Starr	ARDSWIE1187FB39056
Emery	ARDT9VH1187B999C0B
Symphony in Peril	ARDTECS1187FB538C0
DJ Phiene	ARDTPOC1241B9CE246
Brenda Boykin	ARDUBUY12086C1464B
Whitney Cummings	ARDUJZJ1252CCFA253
Wes King	ARDUOSV1187B9894D5
Alphonse Mouzon	ARDUWD61187FB58F58
Apache Indian	ARDV4XV1187FB5A3F4
Cabin Crew	ARDVUFT1187B994637
Bon Jovi	ARDVZTE1187FB5A0A1
Shawn Colvin	ARDW5AW1187FB55708
Bill & Gloria Gaither	ARDW74M1187B98DA34
Triana Pura	ARDW9RF1187B99002C
Mazz	ARDWS2V1187B99AED0
Twinkle Twinkle Little Rock Star	ARDXGVT124207832C0
Michael Whalen	ARDXWVZ1187B9B52F1
Skeeter Davis	ARDY3451187B9A0226
Samba Mapangala and Orchestra Virunga	ARDYMTV122ECCBC383
Moraes Moreira	ARDZJ6H1187FB387F2
John Fogerty	ARDZQ5U1187B9ADEAE
Session Americana	ARDZRMF122988F7633
Ramy Ayach	ARE04031187B9AB97F
Birdapres	ARE04K31187B98C74F
Der Plan	ARE08BN1187B98FCA3
Leningrad Cowboys	ARE0OI31187FB3DCA2
Jesse Malin and The St. Marks Social	ARE0OLY1187B9AD19F
Midwest Product	ARE0X5X1187B993A86
Alternative TV	ARE13NK1187FB4CF92
Rui Da Silva	ARE17W51187FB5381B
The Hollywood Brats	ARE1DU51187B99BB83
Prozak	ARE1N571187B98A47D
Sunscreem	ARE26EG1187B990AEF
Little Joe	ARE2BVT1187B9AC9A2
Sleepy John Estes	ARE2QID1187B98FA19
Alexis HK	ARE2XN81187B98BB83
Sick On The Bus	ARE33S11187B9A0904
Blind Lemon Jefferson	ARE36MM1187B991E50
Leann Rimes & Brian McFadden	ARE3LP51187B9ACD29
Flink	ARE54I01187FB3AE3D
Viktor Krauss	ARE5OK11187FB450F1
Adalberto Santiago	ARE6ZTY1187FB5007F
Los Brujos	ARE73DO1187B9B9DDE
Play	ARE7AY71187FB53D26
Kommunity FK	ARE7FPO1187B9AF7CF
T-la Rock	ARE815V1187B998A43
Pam Thum	ARE8AJ31187B99A8DF
Red Hot Chili Peppers	ARE8GLF1187FB52532
The Katies	ARE8HA81187B99A95F
Shifty	ARE8LV21187B9B9A6B
Wendo Kolosoy	ARE8MZ81187B9AB2A3
BeauSoleil	ARE8RCR1187B996BF2
Guy Forsyth	ARE8V001187B994A56
Antimatter	ARE9J081187FB4E58B
Jerry Reed	ARE9SYU1187B9B9838
Mint Condition	ARE9Y761187B98AEB6
Gaither Vocal Band	AREAEX91187B98DC01
Bad Azz	AREB22L1187B9A4BCE
Tommy Overstreet	AREB9421187FB458EF
Mike Jones (Featuring CJ_ Mello & Lil' Bran)	AREBBGV1187FB523D2
Jorge Alfano	AREBCAO1187B994183
Staatskapelle Dresden/Herbert Blomstedt	AREBSCJ1241B9C7BDF
Beherit	AREBWEH1187B99EA9A
Wolfchant	AREC9D21187FB3A3D5
Sven Scholander	ARECCJL1269FCCE7FD
1. Futurologischer Congress	ARECPYG11C8A42B5BF
Tantric	ARED2DG1187FB3CB4D
Eddie Calvert	AREDBBQ1187B98AFF5
Alex Fong	AREDCT51187B9A6DA6
Soul Mekanik	AREDL271187FB40F44
Eric Champion	AREDTTS1187FB5357E
Gaetano Donizetti	AREDW1C1187B9ACAC2
Cannon's Jug Stompers	AREE69X1187FB438D6
Evolution	AREEJJK1187FB56DC7
Gil Semedo	AREEMIN11F4C848971
Plasmatics	AREENKN1187B98F35D
Art Blakey's Jazz Messengers	AREEUJE1241B9C773F
Adam Richman	AREF29Y1187B9AAFA3
Digital Mystikz	AREFFEC1187B98E12F
Greek Gypsy Musicians	AREFUMW11F4C844D2B
Mötley Crüe	AREGV3K1187B9AF614
Walter Ego	AREHCPX1187FB3C859
The Cardigans	AREHK7O1187B9ADDD7
Java	AREHMUC1187B98B91B
R. Carlos Nakai	AREJ5K11187B993F5F
Taint	AREJO121187B995676
Raphael	AREJXK41187B9A4ACC
The Radio Dept	AREKO1L1187B997EFE
Rocker-T	AREKZKE11F50C4A7D8
Charles Williams	ARELA4P1187B991507
Bally Sagoo	ARELFAE1187FB40D0A
Doc & Merle Watson	ARELFMN1187FB3D68B
Bottom Of The Hudson	ARELMNO1187FB52929
Serpentine	ARELVCU1187B98F3E5
DJ Vix	AREMHJX1187FB41DAB
Lara Fabian	AREMOC71187B996C2F
Márcio Faraco	AREMPZG1187B99D246
David Banner	AREMPZY1187B9B8FF3
Roger Creager	AREN1A11187FB527EF
Sandra Mihanovich	AREN7YO1187B9A475C
Elvira	AREN9121187B99D57A
Mack and Jamie	ARENLSD1241B9C71B9
Cool For August	ARENU9O1187B993B5E
Ram Squad	ARENXFQ1187B996F17
Hot Tuna	AREOGMA1187B9908EF
Rhian Sheehan	AREOREU1187B99AACD
Grayson Capps	AREP0H61187FB443CF
Jackson United	AREP8KM1187B9A3A7B
Sister Hazel	AREPD8D1187FB3F5BC
DJ Rashad	AREPOUG11F4C83D36C
Spitfire	AREQ9AY1187FB40E19
Solitaire	AREQFCA1187B991F36
Dr Bombay	ARERYUD1187B9ACE8B
Rikk Agnew	ARESVFD1187FB522E6
Fixx_ The	ARET4E31187B99E0A7
LORE	ARETCTY1187FB4C033
El Tiempo	ARETSEJ1241B9C91DC
Virtuoso	AREU6JB1187B9911D4
Peter Spence	AREUIRT11F4C8408E6
Fabri Fibra	AREUMQS1187FB3AC8F
Paul Stanley	AREUUVW1187B99A697
Krystof	AREUYDJ1187B9BA040
Doyle Bramhall	AREV0ZO1187B997221
Mobb Deep	AREV2491187B9B017E
Tom Collier	AREVNGE11F50C49B9A
Peter Gallagher	AREVNQH1187B98FDDB
Paul Thorn	AREVNVA1187B989EE0
Randy Stonehill	AREVQ7D1187FB4371B
Bitter End	AREVWGE1187B9B890A
Giuseppi Logan	AREW0021187B9AF8F9
The Irish Tenors	AREW1KO1187B98E42E
Onesidezero	AREW7CO1187B9A1B0D
Tomash Gee	AREWHWV1187FB391A8
The Jackson Southernaires	AREWQSE1187B9AEC6C
Dictafone	AREWYHV1241B9C696D
We Five	AREXM411187FB560C4
Scott Krippayne	AREXX3T1187B989950
The Gufs	AREY1HI1187B98B395
Goatwhore	AREY3RN1187B993C5F
Zagar feat. Underground Divas	AREYEW21187FB45C47
Brazilian Tropical Orchestra	AREYIHC1187B99CE0B
Rusted Shut	AREZBYP122C86758CC
Everly Brothers	AREZMPH11F4C83B364
Johnny Nash	AREZWC61187FB52DCF
Cauterize	ARF0COO1187B99B9EF
Cradle Of Filth	ARF0W6Z1187B9AC325
El Gran Silencio	ARF1E421187B9AF8C4
Tiny Bradshaw	ARF1FZV1187B98C928
White Willow	ARF1LT21187B989EEB
Najoua Belyzel	ARF1NWV1187FB39A97
Sugarbomb	ARF1PSM1187B9B802A
Lit	ARF1Q9B1187B9ADCC7
Kings Of Leon	ARF2EHS1187B994F4E
Little Brother	ARF3FBD1187FB40B90
Groupa	ARF3FRP1187B9A77BF
Martina McBride	ARF3GX71187FB3EB66
Donnie McClurkin	ARF3HEO1187B9AF2F4
Astarte	ARF3L8J1187B9B7866
Dorothy Norwood	ARF3PG41187FB4B0B4
Cristy Lane	ARF3XJD1187FB38DE0
Slim Whitman	ARF4V431187FB3AA41
Maroon 5	ARF5M7Q1187FB501E8
Head Horny's	ARF6FRI1187B99A934
Story Of The Year	ARF6ZTO1187FB3684F
Rancid	ARF84A41187B9A34E7
Jay Tee & Baby Bash	ARF88UQ1187FB5A3E9
Daft Punk	ARF8HTQ1187B9AE693
Dottie West	ARF9BNW1187FB3F54B
9th Wonder featuring Defcon_ Phonte	ARF9EI11187B9AB66C
Emile Vacher	ARF9HO21187B9A0D81
Recluse	ARF9N341187B9B9BFB
The Wiyos	ARF9Z4Q1187FB5B40B
Jeanie Lambe & The Danny Moss Quartet	ARFAGIR1187B997EA1
Georges Delerue	ARFAKQ01187B990163
Beautiful Creatures	ARFAX4X1187B9A89CB
Manjul	ARFCDY01187FB57933
The Winans	ARFCOGY1187FB454B4
The Rolling Stones	ARFCUN31187B9AD578
Swim	ARFEAZE1187B99A080
Niraj Chag	ARFELOH1187B991F95
Hacken Lee	ARFERPC1187FB557F6
Tel Basta	ARFEU2G1187FB54B2F
Aeoliah	ARFEV5S1187B99F2EA
The Bureau De Change	ARFEXDH11F4C840CAC
Latif	ARFF1MH1187B999687
Alan Silvestri	ARFFDZU1187FB50682
Carlos Embales - Cutumba	ARFFFFY122988EDE49
Mother Superior	ARFFR931187B98F51F
Junior M. A. F. I. A.	ARFG66D1187FB536B6
C-Side & Petit Mal	ARFG9M11187FB3BBCB
Tony Murena	ARFGFXM1187B9ADFAE
T.O.K.	ARFH6FT1187FB5BF47
María Elena Walsh	ARFILWJ1187B9ADDBF
Portobello	ARFIUBJ1241B9CA443
Los Van Van	ARFJD5L1187B9A30BA
Defect & Quixotic	ARFJXTS11F4C83E24E
Vox Dei	ARFK4281187FB5C811
Ghorwane	ARFK45R1187B989AA7
Pursuit Of Happiness	ARFK98R1187B9B0552
King Swamp	ARFKATV1187FB377F9
Axe	ARFKY7F1187FB3EFAC
April Wine	ARFKYG51187FB4CE41
Nando Lauria	ARFLBJQ1187B9B928D
Damita Jo	ARFLD291187B9966AA
Sandy Posey	ARFLHWV1187FB4E77F
Kashief Lindo	ARFLZK31187B9B0E15
Tonic	ARFM7OI1187B990C49
David Cook	ARFN2TE11A348EFFB4
Skyforger	ARFN3YG1187B9AD9F1
Bedrock	ARFN4JN1187B98C627
Broadcast	ARFNJ4O1187B9A204B
Ned Nash Orchestra	ARFNXFR1187B98F6C1
Dickies	ARFONKU11F4C8431CC
Michael Bloomfield	ARFONSP11F50C4D175
Jack Miles	ARFPVJN11F50C482EC
Marion Harris	ARFQ3191187B98AD2E
Badmarsh & Shri	ARFQ7RR1187FB3CC0A
Yndio	ARFQAQV1187B9A9AD5
The Glencastle Sound	ARFQCJT1187FB3C099
Orenda	ARFQTFS12086C14218
Julissa	ARFQWAA1187FB3BACB
Jamie Richards	ARFRKCM1187B99A041
Ultra X	ARFRR9R1187B98A987
Amy Lambert	ARFRSQZ122988EF860
Leland Martin	ARFS01P1187B9A395A
Basement Jaxx	ARFSPOV1187B9B2363
Junior Jack	ARFT5CP1187FB50263
Percy Faith	ARFTMGO1187B9A777A
Daniela Dessì	ARFUSID1241B9C9462
Pearl Jam	ARFVYJI1187B9B8E13
Dark Party	ARFW0QN11C8A4216B7
Céline Dion	ARFWL8S1187B9B4B44
The Fureys	ARFWZZD1187FB561F9
Dezz White	ARFXQZA11F4C841613
Bo Carter	ARFXRHR1187B98FF09
Der Moderne Man	ARFY8NV1187B9B1961
Paquito Guzman	ARFYUX51187B9A7751
Joan Sutherland	ARFYXXA1187B995861
Dancecore Allstars	ARFZDSJ1187FB494AB
X-Static	ARFZNDU1187FB417FC
Sunnyland Slim	ARFZNR41187B990AF7
John Frizzell	ARFZSPU1187B9B5BA9
Dobby Dobson	ARG03XQ1187B99A494
Bryan White	ARG09R51187FB4D5C2
Bobby Marchan	ARG1FA61187B994921
Sammi Cheng	ARG1UAO1187FB55E50
Russ Taff	ARG274E1187FB4BCA8
Porter Wagoner	ARG2UZ71187FB4FF5C
Jeff Talmadge	ARG36WO1187B9B3A9A
Morgion	ARG37DA1187B9A47FF
D.O.W.N.	ARG3UX61187B9AC05A
Charles Aznavour	ARG4K2W1187B99EA5D
Atomic Rooster	ARG4KW31187FB51B7C
Scott Glasgow	ARG51IA1187B9B143A
The Starting Line	ARG53231187FB3982D
Camerata Brasil	ARG5OIV1187B99329D
Alain Morisod	ARG719Z1187FB551FC
Less Than Jake	ARG8DXO1187B9AF743
2XL	ARG99CA1187FB3D09A
Taking Back Sunday	ARG9CID1187B9AB010
Bury Your Dead	ARG9E8O1187B99AB4F
Socialburn	ARGA5RF1187FB5C7EB
Chops	ARGABPJ1187B99C6E3
Tilman Sillescu	ARGAHPJ11F4C83E988
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola	ARGAJDQ11F50C4EDDF
Jane Winther	ARGAWJY11F50C50904
Massive Töne	ARGBG2T1187B9B1670
DJ Nasty	ARGBGC71187FB3DD0B
Anna Vissi	ARGBNIX11F50C50A01
Mudhoney	ARGBR4I1187B99D073
Stew	ARGC7FQ1187FB409CC
Eric Demarsan	ARGCEOR1187B9A4E7D
Buckeye Politicians	ARGCFSQ122988F7D0B
MC Sadri	ARGCNAB1242077FED1
Lenn Hammond	ARGCTOE122988F0925
Gloriana	ARGCY1Y1187B9A4FA5
Christoper Titus	ARGDENL1250940EE3B
Bob Crosby	ARGDLJR1187B98D048
Patrick Bruel	ARGDSO91187B9AAB35
Pyranja	ARGDY4Y1187B9A334F
Sofia Karlsson	ARGE4J31187B9B41EE
Marcus Miller	ARGEKDX1187FB3A5BF
Jessica Myrberg	ARGEOZF12509416C64
Lauren Wagner & Fred Weldy	ARGESWU11F4C83BA07
Audio Adrenaline	ARGEZ5E1187FB56F38
Geiom Ft. Marita	ARGF5QG1187B9AC84F
Pennywise	ARGFFA01187B9A2D11
Northern State	ARGFFF91187FB4FA62
2Fresh	ARGFOAI1269FB3852B
Max Melvin	ARGFVP41187B99296B
Parachute Band	ARGGD1E1187B98FA9D
Miriam Yeung	ARGGEGH11F4C83C076
Cliff Bruner	ARGH53H1187B9A5511
Los Indios Tabajaras	ARGHMTX1187FB456CA
Fenton Robinson	ARGHPIE1187FB3CCDF
The Mustangs	ARGHV4C1187B995847
Ronnie Milsap	ARGIABO1187FB4B3B5
Five Bolt Main	ARGIWFO1187B9B55B7
Maria Muldaur	ARGJ0911187FB4613F
Jere McAllister	ARGJBTS1187FB4273A
Finest Dearest	ARGJL42119B8668D26
Creedence Clearwater Revisited	ARGK3QC1187B9B351A
MIMS	ARGK9MB1187FB37402
Brenda Lee	ARGKD4W1187B990E04
Jean Lumière	ARGKPBC1187B9ADF8E
Smidi Beats	ARGKWSI11F50C488CC
North Mississippi Allstars	ARGLOWN1187B99C06D
Rainer Bielfeldt	ARGLRBB12472CE2CFF
Scott Ainslie	ARGMCPU1241B9C4C34
Gym Class Heroes	ARGMGHN1187B9B4213
Dean Elliott And His Big Band	ARGMRRK1187FB5BE1F
Eliane Elias	ARGMXQW1187FB54C34
Tam Tam Go!	ARGNGRI11E2835D567
Point Of Grace	ARGNLJL1187B9AB503
Youves	ARGNQED1241B9C4237
Fernando Ortega	ARGNZOL1187FB5CE7C
Saosin	ARGO67V1187B9968D2
Domna Kountouri	ARGOAMH11F4C844C07
Commissioned	ARGOLWM1187B98CEDE
Tony Martin	ARGP3GD1187B999801
V'ro	ARGP3HD1187B9A3CB5
Edmond Leung	ARGP7WY1187FB45464
The Highwaymen	ARGPFYP1187B98F5CB
Y&T	ARGQANQ11F50C4769E
Jacques Higelin	ARGR7431187FB3F3FB
Andreas Dorau	ARGR98V1187FB3A1B9
Aberdeen	ARGR9FY1187FB4D0E7
Coven	ARGREXL1187FB3FC9B
Bob McKenzie / Doug McKenzie	ARGRIHK1242077F57F
Toby Emerson	ARGRMG41187B99AB1E
David Saylor	ARGRTPZ1257509D28A
Harald Kloser / Thomas Wander / Thomas Schobel	ARGS39X1187B991939
Righteous Brothers	ARGS67J1187FB3FC1A
Blingtones	ARGSAFR1269FB35070
JennyAnyKind	ARGSJW91187B9B1D6B
Big Dee Irwin	ARGSJXS1187B994788
Drouz	ARGSOPB1241B9CBB58
Languis	ARGTDDO1187FB55687
Susana Seivane	ARGTUWC1187B9904A0
One Be Lo	ARGTZL71187FB597C2
Connie Smith	ARGUACZ1187FB3F35C
Los Traileros Del Norte	ARGUAHS11F50C4CF7D
Tony Mathews	ARGUMVS1241B9CBE9B
Dave Alvin	ARGUNFT1187FB3B140
Sierra Maestra	ARGUVEV1187B98BA17
Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer	ARGV2PR1187B9AD702
Eyes Cream	ARGVBQ31187B9A5F3C
Josh Groban	ARGVJPK1187B9909EA
Cómplices	ARGWFMR1187B98D0E7
Test Icicles	ARGWIHH1187B9A79B0
Shunza	ARGWLJT12086C14A09
Tech N9ne	ARGXIE31187FB55B48
Charlie Khan	ARGXJRQ1241B9C5FDE
Zen Lemonade	ARGXLDE1187B99244E
Tina Britt	ARGXNS21187B999665
Minipop	ARGXXNS1187FB4BAA4
Jimmy McGriff	ARGY96L1187FB410ED
Norther	ARGY9EQ1187B996E1A
Information Society	ARGY9FW1187B991C7D
George Huff	ARGYEJV1187FB567B5
Hanoi Rocks	ARGYHUI1187B9AC2A5
La 5A Estacion	ARGYPFI1187FB3D997
OV7	ARH09RT1187FB4A843
Quadro Nuevo	ARH0NCL1187B99B41A
Kool Moe Dee	ARH0Z131187B9B69E9
Cotton Candy	ARH0ZIQ1187B99EC94
John Debney	ARH1LE01187B98D68D
Bobby Capo	ARH1UTX1187FB50CAA
Black Messiah	ARH24021187FB4DEA1
David Guetta - Joachim Garraud - Chris Willis	ARH2QI91187FB3788D
Beogradski Sindikat	ARH312K1187FB3F1D4
Nik & Jay	ARH3MQU1187B997AAF
Nirvana	ARH3S5S1187FB4F76B
Kathy Troccoli	ARH3TXI1187FB3A486
Peloton	ARH42KA11C8A416880
Premiums	ARH4H1W1187FB53A2E
Malkit Singh	ARH4N0N1187FB3E1F1
Faye Adams	ARH4Z031187B9A71F2
June Hutton	ARH5AAF1187B991D23
The Allies	ARH6S8I1187B9893FB
Photo Atlas	ARH6VQG1187B9BA0FA
Radiohead	ARH6W4X1187B99274F
Gato Perez	ARH72941187B989591
Johnny Cash	ARH861H1187B9B799E
Skeletonwitch	ARH8B5X1187FB3B6C0
Sharon Shannon_ Carol Keogh	ARH8HRR1187FB5CBE8
The Exciters	ARH8VT91187FB49CA2
Stephen Marley / Damian Marley	ARH9GD41187FB37E0F
New Found Glory	ARH9HS41187FB5BC6F
David Taylor	ARH9NBO1187FB43904
N.E.R.D.	ARHAEXZ1187FB54F3C
Supertalented	ARHAMVP1269FCD2C1C
Kofi	ARHB1961187B9B1732
Ken Yokoyama	ARHB1P81187FB40C39
Rachel Loy	ARHBV1W1187B9B496C
Utopia	ARHBWOZ1187FB3FD53
Luar Na Lubre	ARHBYTA1187FB3C812
Roger Subirana	ARHC1RH11A348F085D
Glen Washington	ARHCERP1187B9912A5
Harry Choates	ARHCHE61187B9AB217
Leslie Mendelson	ARHCRIW122988F9BA6
Geoff Muldaur	ARHCUCR1187B98F589
Henri Rene And His Orchestra	ARHCZHQ12086C11407
Steel Pulse	ARHD3RX1187FB3A7DA
Hot Club Of Detroit	ARHDHOX122988F500E
Hadag Nahash	ARHDLVJ11F4C84797A
Emotion Code	ARHDQMJ11F50C4F61E
Samba Enredo	ARHEBZJ1187FB37C3A
Studio	ARHEDEC121318C58DE
Fruko Y Sus Tesos	ARHEQ501187FB4F898
Flor Silvestre	ARHFEBO11F50C4825A
Astrovamps	ARHFIXK1187B99D6A9
Alias	ARHG53Q1187B9ACBFC
Nick Jonas & The Administration	ARHGGCU125FEF328D7
Los Jaigüey	ARHHEXT1269FCCF474
Miranda Lee Richards	ARHHNN41187B98B4D5
Bob Azzam	ARHHO3O1187B989413
Jeff Beck	ARHI20L1187FB4C997
Big Daddy Kane	ARHIC3Q1187B9B1773
Mr.De'	ARHIGWY11F4C8425D5
Singing Melody Feat. Robyn	ARHINI31187B995C1D
Screaming Lord Sutch	ARHJJ771187FB5B581
Fehlfarben	ARHJMEF1187FB415AE
Roy Rogers	ARHK7A51187FB411D8
Tammy Pescatelli	ARHKEEI12802FDD97E
Southside Johnny Lyon	ARHKMWZ1187B99C002
Coffinberry	ARHKOPH11F919A768B
In Extremo	ARHKQGH1187B9A4DB4
Orbit	ARHKW8K1187FB4C9A2
Sick Of It All	ARHL8SP1187B98F8A3
Bruisers	ARHLYXD11F50C4B49E
Lil Mz. 313 featuring DJ Rashad	ARHMQHN1241B9C56C8
Amalia Avgoustaki	ARHMUJK1250940F0DE
Brian Auger's Oblivion Express	ARHMZAR1187B9B077C
Bill Engvall	ARHN74X1187B98D79F
Mississippi John Hurt	ARHNCQ31187B9915DC
Stephy Tang	ARHNL9K1187FB5730C
